sample_id,category,bvid,aid,page_url,canonical_bv_url,part_index,title,uploader,content_origin_platform,source_duration_seconds,pretrim_start_seconds,pretrim_end_seconds,pretrim_requested_duration_seconds,pretrim_effective_end_from_reported_duration_seconds,pretrim_effective_duration_from_reported_duration_seconds,num_tasks
AA0098,多人PK,BV1TwBfB6EoY,115939404153329,https://www.bilibili.com/video/av115939404153329,https://www.bilibili.com/video/BV1TwBfB6EoY,1,史上最具分量的一场pk！ 5分钟赢了大G拿走！双方都吓出了一身冷汗！过程可谓是十分的激烈！,一m七的菠萝,douyin,932,140,580,440,580,440,2
AA0099,多人PK,BV1TxSuBcE3u,115622499321984,https://www.bilibili.com/video/av115622499321984,https://www.bilibili.com/video/BV1TxSuBcE3u,1,【y.Kis】25.11.27晚个播“药kis”连线第6天单独连线➕才艺局➕多人pk开皮惩罚➕你画我猜,KISの女友粉,douyin,7797,2700,5400,2700,5400,2700,3
AA0100,多人PK,BV1UCodBSEfy,116466863115274,https://www.bilibili.com/video/av116466863115274,https://www.bilibili.com/video/BV1UCodBSEfy,1,20260426T.不不🔮个播---,不不的精灵屋,douyin,3000,360,2700,2340,2700,2340,3
AA0101,多人PK,BV1UEcGeGEXj,113816364915873,https://www.bilibili.com/video/av113816364915873,https://www.bilibili.com/video/BV1UEcGeGEXj,1,ks、许儿、KB、干干pk展馆局，都太有实力了,燃烧的Helius,douyin,1157,90,720,630,720,630,4
AA0102,多人PK,BV1UG41197hy,405551784,https://www.bilibili.com/video/av405551784,https://www.bilibili.com/video/BV1UG41197hy,1,抖音19线主播小妖精PK师姐过程炸裂！！,林思琪小妖精,douyin,1023,120,720,600,720,600,2
AA0103,多人PK,BV1UtdtBAE6K,116410894261595,https://www.bilibili.com/video/av116410894261595,https://www.bilibili.com/video/BV1UtdtBAE6K,1,总榜哥姐都来了，小斤又幸福了,小斤专属9237,douyin,615,0,615,615,615,615,3
AA0104,多人PK,BV1V1qtYqEMP,113638123900723,https://www.bilibili.com/video/av113638123900723,https://www.bilibili.com/video/BV1V1qtYqEMP,1,12.12世纪PK,好爱犯困1115,douyin,2137,180,2000,1820,2000,1820,4
AA0105,多人PK,BV1V8fCBZEew,116123601207355,https://www.bilibili.com/video/av116123601207355,https://www.bilibili.com/video/BV1V8fCBZEew,1,2026.2.23号 控1 VS 8！太燃了！八控牛！,告诉自己_再熬一熬,douyin,3595,600,2100,1500,2100,1500,3
AA0106,多人PK,BV1VRoXB1EFD,116466494019470,https://www.bilibili.com/video/av116466494019470,https://www.bilibili.com/video/BV1VRoXB1EFD,1,三斤.（9237）26.4.25直播录屏（晚1）,小黑猫9237,douyin,7621,360,3060,2700,3060,2700,2
AA0107,多人PK,BV1VkoqBBELT,116472248535682,https://www.bilibili.com/video/av116472248535682,https://www.bilibili.com/video/BV1VkoqBBELT,1,共2p4.26-27六月巅峰赛超燃PK,夜影狂飙,douyin,11617,0,2700,2700,2700,2700,4
AA0108,多人PK,BV1VpoPBVEnL,116435422612296,https://www.bilibili.com/video/av116435422612296,https://www.bilibili.com/video/BV1VpoPBVEnL,1,余泽VS关你peace千万秒榜（双视角）,Rudin-,douyin,231,0,231,231,231,231,2
AA0109,多人PK,BV1Vu411P78s,533038197,https://www.bilibili.com/video/av533038197,https://www.bilibili.com/video/BV1Vu411P78s,1,抖音19线小主播小妖精Pk变装特效主播完整版,林思琪小妖精,douyin,659,0,659,659,659,659,3
AA0110,多人PK,BV1Vw411v7N4,321262683,https://www.bilibili.com/video/av321262683,https://www.bilibili.com/video/BV1Vw411v7N4,1,xy.玖贰20230922个播21-23 (守塔pk冲冲冲),玖贰的二次元日记,douyin,6953,900,3600,2700,3600,2700,3
AA0111,多人PK,BV1WMohBqEpF,116450723368067,https://www.bilibili.com/video/av116450723368067,https://www.bilibili.com/video/BV1WMohBqEpF,1,哏的2026.4.23凌晨档直播回放(400万PK+刺激抓4转盘局),哲哲-哏的录屏,douyin,21757,180,2880,2700,2880,2700,4
AA0112,多人PK,BV1WQo9BiEdd,116465671865053,https://www.bilibili.com/video/av116465671865053,https://www.bilibili.com/video/BV1WQo9BiEdd,1,4.25直播 八人组队总榜  六哥北夜搞笑选人 两人双双破百万 吃凤梨的大王刮破嘴唇 众元宝：小心破伤风,盛夏的果实V,douyin,1586,240,1380,1140,1380,1140,3
AA0113,多人PK,BV1Wb411o7cG,226410241,https://www.bilibili.com/video/av226410241,https://www.bilibili.com/video/BV1Wb411o7cG,1,【鹤楷】2023.3.22 不只是双人直播，是双人连麦pk！欢脱、欢乐、欢声笑语，高能、高甜、全是笑点，大料、小料、还有猛料，磕糖磕到饱，千万别错过,F-Z_loading,douyin,5744,600,3300,2700,3300,2700,3
AA0114,多人PK,BV1XVrHBEENm,115891589225063,https://www.bilibili.com/video/av115891589225063,https://www.bilibili.com/video/BV1XVrHBEENm,1,寒窑彻底废了今天又请假在家 晓丽已经无话可说了,全网第一护蓉宝大队长,douyin,637,0,637,637,637,637,4
AA0115,带货,BV1Xif5YDEDu,113878105064956,https://www.bilibili.com/video/av113878105064956,https://www.bilibili.com/video/BV1Xif5YDEDu,1,2024.01.23.02,白石人1,douyin,1113,0,1113,1113,1113,1113,3
AA0116,多人PK,BV1XrvuebEFT,112871388218472,https://www.bilibili.com/video/av112871388218472,https://www.bilibili.com/video/BV1XrvuebEFT,1,【控直播视角2024.7.29.23:03~1:17②】聊天➕守塔➕PK➕谈心,澔糖,douyin,7991,360,3060,2700,3060,2700,2
AA0117,多人PK,BV1Y5AxzSENG,116264177572021,https://www.bilibili.com/video/av116264177572021,https://www.bilibili.com/video/BV1Y5AxzSENG,1,三斤组队pk,小斤专属9237,douyin,3909,360,3060,2700,3060,2700,3
AA0118,多人PK,BV1YVXjBAEeD,116306925854568,https://www.bilibili.com/video/av116306925854568,https://www.bilibili.com/video/BV1YVXjBAEeD,1,慢脚未成年团队佳佳非非打狠pk 趾压板加冰负重跳 疼到哭,全网第一护蓉宝大队长,douyin,2400,120,1800,1680,1800,1680,3
AA0119,多人PK,BV1YishzxEWX,115418270272538,https://www.bilibili.com/video/av115418270272538,https://www.bilibili.com/video/BV1YishzxEWX,1,10.22直播  神豪近700W分秒榜 惊呆元元,盛夏的果实V,douyin,2918,240,2340,2100,2340,2100,3
AA0120,多人PK,BV1Zm411r7v3,1902142308,https://www.bilibili.com/video/av1902142308,https://www.bilibili.com/video/BV1Zm411r7v3,1,陈泽旭旭宝宝小杨哥大哥远 巅峰PK全过程（弹幕特效版）,陈泽直播回放,douyin,2302,420,1080,660,1080,660,3
AA0121,多人PK,BV1Zno6BJEQg,116474479908813,https://www.bilibili.com/video/av116474479908813,https://www.bilibili.com/video/BV1Zno6BJEQg,1,20260426Hannah连麦答疑直播回放,Hannah的销售星球,douyin,9168,300,3000,2700,3000,2700,4
AA0122,多人PK,BV1ZqdkBpEMN,116438308231902,https://www.bilibili.com/video/av116438308231902,https://www.bilibili.com/video/BV1ZqdkBpEMN,1,三斤.（9237）26.4.20直播录屏（晚1）,小黑猫9237,douyin,7091,540,3240,2700,3240,2700,4
AA0123,多人PK,BV1Zsp6etEkw,112984366058143,https://www.bilibili.com/video/av112984366058143,https://www.bilibili.com/video/BV1Zsp6etEkw,1,8.18【T.麦麦】个播（连线+唱歌+PK扫雷惩罚局+PK才艺局）,-是嗯嗯吖-,douyin,13238,420,3120,2700,3120,2700,1
AA0124,多人PK,BV1ZwdvBPEGw,116415105400897,https://www.bilibili.com/video/av116415105400897,https://www.bilibili.com/video/BV1ZwdvBPEGw,1,迪士尼来陈泽直播间直接秒赢，因惩罚被封,生活中的瓜站,douyin,556,0,556,556,556,556,2
AA0125,多人PK,BV1aHFcemEja,113889798852192,https://www.bilibili.com/video/av113889798852192,https://www.bilibili.com/video/BV1aHFcemEja,1,25.1.25 北夜＆李知恩＆三斤（9237）＆小星期大王 直播连线录屏,不知名浪漫的樱花雨,douyin,1643,120,900,780,900,780,4
AA0126,多人PK,BV1aisKzJEEw,115401543451265,https://www.bilibili.com/video/av115401543451265,https://www.bilibili.com/video/BV1aisKzJEEw,1,10.19直播  这就是天局吗 瞬间4人上百万 太恐怖了,盛夏的果实V,douyin,1746,240,1680,1440,1680,1440,2
AA0127,多人PK,BV1b3oqBfE5x,116472315642454,https://www.bilibili.com/video/av116472315642454,https://www.bilibili.com/video/BV1b3oqBfE5x,1,念九琴酒雨晴余情四人语音回应录屏（念九直播视角）,汀汀筠雾,douyin,4391,0,2700,2700,2700,2700,3
AA0128,多人PK,BV1b7421R768,1655522048,https://www.bilibili.com/video/av1655522048,https://www.bilibili.com/video/BV1b7421R768,1,萨满&光天翌连麦 打双位数输啦 惩罚满满每句话加一个“萨～～”打三局pk赢了惩罚解除,夜影狂飙,douyin,1135,240,1080,840,1080,840,4
AA0129,多人PK,BV1bGg9zgEFX,114762180467368,https://www.bilibili.com/video/av114762180467368,https://www.bilibili.com/video/BV1bGg9zgEFX,1,2025.06.29 孙恩盛 三斤 皮皮皮皮朱 陈俏俏直播回放 验资PK最后结果,元气多发小白鼠,douyin,147,0,147,147,147,147,4
AA0130,多人PK,BV1bf65YcEKy,113743031702644,https://www.bilibili.com/video/av113743031702644,https://www.bilibili.com/video/BV1bf65YcEKy,1,囚大准备下班却被突然袭击连麦PK上海第一，浙江第一，河南第一，拿下了！！！京师宇宙牛逼！！！！,篠筱梦,douyin,981,120,780,660,780,660,4
AA0131,多人PK,BV1c5DABMEvF,116342527101507,https://www.bilibili.com/video/av116342527101507,https://www.bilibili.com/video/BV1c5DABMEvF,1,【金昭昭好野】20260404pk小太阳n，玲爷，小胡说，吕品一，安祺Angel（转盘局 惩罚私人订制）,_稚-屿_,douyin,5528,840,2700,1860,2700,1860,3
AA0132,多人PK,BV1c9o6BZEKU,116474177979540,https://www.bilibili.com/video/av116474177979540,https://www.bilibili.com/video/BV1c9o6BZEKU,1,【第3场】《“T.开元”团建PK3——总榜》04.26#开心元元#T.姜添#T.七月#T.崔十八#T.张秋水#T.贰万,阴天不打仐,douyin,1202,180,780,600,780,600,2
AA0133,多人PK,BV1cU4y167WA,687840030,https://www.bilibili.com/video/av687840030,https://www.bilibili.com/video/BV1cU4y167WA,1,20220905 直播间互动＋四人PK,给你粒解药,douyin,2199,360,1800,1440,1800,1440,4
AA0134,多人PK,BV1ck4y1W7Dh,741630015,https://www.bilibili.com/video/av741630015,https://www.bilibili.com/video/BV1ck4y1W7Dh,1,如何连麦pk闭麦和关pk,谷皮教学,douyin,65,0,65,65,65,65,3
AA0135,多人PK,BV1d9dDBCEB5,116443341391779,https://www.bilibili.com/video/av116443341391779,https://www.bilibili.com/video/BV1d9dDBCEB5,1,4.21直播 元龙姜 VS 控盛铭（二）无声榜100  首翻2W分火箭占齐 最终一千分险胜  扳回一局,盛夏的果实V,douyin,1515,300,1020,720,1020,720,3
AA0136,多人PK,BV1dM4y1p7Pn,913956159,https://www.bilibili.com/video/av913956159,https://www.bilibili.com/video/BV1dM4y1p7Pn,1,杰麟CP/PK/对面视角/230726/皮皮皮皮朱（守塔局）,杰麟对面视角,douyin,619,0,619,619,619,619,4
AA0137,多人PK,BV1dj411F7QF,439678519,https://www.bilibili.com/video/av439678519,https://www.bilibili.com/video/BV1dj411F7QF,1,肘姐四人PK过程（肘姐惩罚戴蒙跳小天鹅舞）,Fan-小凡,douyin,627,0,627,627,627,627,4
AA0138,多人PK,BV1eBdQBCEaY,116443190397745,https://www.bilibili.com/video/av116443190397745,https://www.bilibili.com/video/BV1eBdQBCEaY,1,全明星阵容：谷依纯联合杨二车娜嫂鸭腿PK宁静，被静姐嫩岛上演姐妹内战 26.4.21,良心速递员,douyin,587,0,587,587,587,587,3
AA0139,多人PK,BV1eF1RYhEhq,113254999266495,https://www.bilibili.com/video/av113254999266495,https://www.bilibili.com/video/BV1eF1RYhEhq,1,精彩又刺激的四人pk,每天霖你近一点,douyin,1391,120,900,780,900,780,3
AA0140,多人PK,BV1eiDtBFEK7,116375662166074,https://www.bilibili.com/video/av116375662166074,https://www.bilibili.com/video/BV1eiDtBFEK7,1,余泽20260409晚PK直播   8人局又来一次标准蛙跳惩罚,323一直在,douyin,11581,5400,8100,2700,8100,2700,3
AA0141,多人PK,BV1eyojB2Eop,116459514764787,https://www.bilibili.com/video/av116459514764787,https://www.bilibili.com/video/BV1eyojB2Eop,1,4.22PK场下,2ND-序,douyin,5264,900,3600,2700,3600,2700,2
AA0142,多人PK,BV1f1bWehEWm,112772469817955,https://www.bilibili.com/video/av112772469817955,https://www.bilibili.com/video/BV1f1bWehEWm,1,当ay遇到帅哥表演在线变脸,lucky1_0,douyin,270,0,270,270,270,270,1
AA0143,多人PK,BV1f2oeBMECS,116471762061171,https://www.bilibili.com/video/av116471762061171,https://www.bilibili.com/video/BV1f2oeBMECS,1,4.26 22～23点个播（还歌 聊天 连老师 和哥嫂连线）,rc小川录屏组,douyin,3791,0,360,360,360,360,3
AA0144,多人PK,BV1fD4y187Ga,733873416,https://www.bilibili.com/video/av733873416,https://www.bilibili.com/video/BV1fD4y187Ga,1,三斤.（9237）22.12.16直播录屏（晚1）,小黑猫9237,douyin,8397,360,3060,2700,3060,2700,3
AA0145,多人PK,BV1fMofB3ERN,116469513981176,https://www.bilibili.com/video/av116469513981176,https://www.bilibili.com/video/BV1fMofB3ERN,1,260425PK局 (3),七月的烦烦,douyin,2709,2100,4800,2700,2709,609,3
AA0146,多人PK,BV1fwqaYHEAk,113640271250040,https://www.bilibili.com/video/av113640271250040,https://www.bilibili.com/video/BV1fwqaYHEAk,1,太刺激了，旭旭宝宝一年打一次的年度，PK太猛了，韩茜茜手速都点不过来,旭旭胖胖丶,douyin,1198,240,1020,780,1020,780,3
AA0147,聊天室,BV1gJ9WYdEY6,114105939661588,https://www.bilibili.com/video/av114105939661588,https://www.bilibili.com/video/BV1gJ9WYdEY6,1,迪士尼 孙恩盛 连麦回应恋爱,王光棒子,douyin,256,0,256,256,256,256,4
AA0148,多人PK,BV1gTXHBkEhj,116292967210407,https://www.bilibili.com/video/av116292967210407,https://www.bilibili.com/video/BV1gTXHBkEhj,1,三斤pk前两把总榜老大哥夫都在,小斤专属9237,douyin,2696,600,3600,3000,2696,2096,3
AA0149,多人PK,BV1gUovBdEAP,116471007024929,https://www.bilibili.com/video/av116471007024929,https://www.bilibili.com/video/BV1gUovBdEAP,1,【鸣子ymmz7】20260421 抖音直播：鸣苦/海丫头PK颜色争夺战,11987还是搜一下吧,douyin,2110,360,2100,1740,2100,1740,2
AA0150,多人PK,BV1gWBEBPESy,115758344505944,https://www.bilibili.com/video/av115758344505944,https://www.bilibili.com/video/BV1gWBEBPESy,1,12.21直播  最贵天局 独自陶醉的大王(三）,盛夏的果实V,douyin,1435,420,1320,900,1320,900,3
AA0151,多人PK,BV1gao4BvEbc,116448793990234,https://www.bilibili.com/video/av116448793990234,https://www.bilibili.com/video/BV1gao4BvEbc,1,刚子赢了PK，被对面女主播哄成了胚胎，亲自用小号给对方刷了礼物，,晨曦鸟的星海,douyin,725,0,725,725,725,725,3
AA0152,游戏,BV1gho4BKE3Q,116448877873075,https://www.bilibili.com/video/av116448877873075,https://www.bilibili.com/video/BV1gho4BKE3Q,1,4.22直播  关键词游戏  懵逼的霖子  聪明的赫兹  我有你没有 蒋哥绝杀 惊呆众人,盛夏的果实V,douyin,2373,180,2160,1980,2160,1980,3
AA0153,多人PK,BV1gvobB3ETf,116449599291412,https://www.bilibili.com/video/av116449599291412,https://www.bilibili.com/video/BV1gvobB3ETf,1,20260422晚jy戴士赛后直播！四神四狼pk三局二胜！最后积分局双陈世纪PK，歪哥把两人的麦同时开着！笑死了！！,篠筱梦,douyin,4732,540,3240,2700,3240,2700,2
AA0154,多人PK,BV1hNAQzQEyo,116142374982294,https://www.bilibili.com/video/av116142374982294,https://www.bilibili.com/video/BV1hNAQzQEyo,1,[2026.2.26]PK局,欢乐玖玥,douyin,7738,360,3060,2700,3060,2700,4
AA0155,多人PK,BV1hVvPeVE42,112868468984186,https://www.bilibili.com/video/av112868468984186,https://www.bilibili.com/video/BV1hVvPeVE42,1,花碎花早期直播pk孙一宁唱歌,夏天穿白丝,douyin,304,0,304,304,304,304,3
AA0156,多人PK,BV1hio9B2ECR,116466040964146,https://www.bilibili.com/video/av116466040964146,https://www.bilibili.com/video/BV1hio9B2ECR,1,【哏的皮皮朱炸弹猫鲸鱼】20260423凌晨直播连麦PK|再认识一位地区第一-龙王|弹幕：“狼人杀就是12个人连麦PK抓4”|龙王哏的也见识到小鲸鱼的“尖刀”,1234gdtop,douyin,464,0,464,464,464,464,3
AA0157,多人PK,BV1hseiewEqt,112849628169008,https://www.bilibili.com/video/av112849628169008,https://www.bilibili.com/video/BV1hseiewEqt,1,【Xy.圈圈】24.07.25 晚上个播录屏（下）（守塔+pk榜100）,记录官-甜甜圈,douyin,7087,420,3120,2700,3120,2700,4
AA0158,多人PK,BV1iU9VBvEPG,116326337088539,https://www.bilibili.com/video/av116326337088539,https://www.bilibili.com/video/BV1iU9VBvEPG,1,pk惩罚，旁观者清,易烊千玺王俊凯张凌赫,douyin,1595,0,1500,1500,1500,1500,3
AA0159,多人PK,BV1jBoqB3E6j,116472030435893,https://www.bilibili.com/video/av116472030435893,https://www.bilibili.com/video/BV1jBoqB3E6j,1,刘聪【小肥肥】青平 PK视角 2026年4月26日,小肥肥大作战,douyin,3489,600,2400,1800,2400,1800,4
AA0160,多人PK,BV1jU21BgEnG,115685497767247,https://www.bilibili.com/video/av115685497767247,https://www.bilibili.com/video/BV1jU21BgEnG,1,开心元元男装天局嘉年华赛pk，三斤800万直接秒榜，这就是年度嘉年华的强度吗,元情花,douyin,1144,120,660,540,660,540,4
AA0161,多人PK,BV1jUG7zoE42,114816253498530,https://www.bilibili.com/video/av114816253498530,https://www.bilibili.com/video/BV1jUG7zoE42,1,07-04-2025 22点PK场,姐姐hot-官方,douyin,7882,1500,4200,2700,4200,2700,4
AA0162,多人PK,BV1jq421F7Ke,1453274182,https://www.bilibili.com/video/av1453274182,https://www.bilibili.com/video/BV1jq421F7Ke,1,【白黎】白黎4.17个人直播录屏自存。打野+守塔+和小野洋老师+关妙甜老师+zy老师pk,鱼是粥,douyin,7659,3600,6000,2400,6000,2400,1
AA0163,多人PK,BV1kBoeBCEba,116471845882400,https://www.bilibili.com/video/av116471845882400,https://www.bilibili.com/video/BV1kBoeBCEba,1,4.26直播 野区再遇小八嘎  抽象火舞表演惊呆众人,盛夏的果实V,douyin,559,0,559,559,559,559,3
AA0164,多人PK,BV1kXoMBMEUV,116453944590588,https://www.bilibili.com/video/av116453944590588,https://www.bilibili.com/video/BV1kXoMBMEUV,1,2026.4.23 T.阴天 0-1点 一轮《无拘》,阴天收录小站,douyin,288,0,288,288,288,288,4
AA0165,多人PK,BV1kZ421M7S9,1155952099,https://www.bilibili.com/video/av1155952099,https://www.bilibili.com/video/BV1kZ421M7S9,1,【大哥远】迅猛龙老师你很红吗再次贡献名场面你方便吗,LeeLiMiNg-,douyin,585,0,585,585,585,585,3
AA0166,游戏,BV1kedWBkE1r,116426597732711,https://www.bilibili.com/video/av116426597732711,https://www.bilibili.com/video/BV1kedWBkE1r,1,太搞笑了哈哈哈哈哈哈,sunny鸽哥,douyin,619,0,619,619,619,619,2
AA0167,多人PK,BV1kkoiBUEi8,116472634410508,https://www.bilibili.com/video/av116472634410508,https://www.bilibili.com/video/BV1kkoiBUEi8,1,【金昭昭好野】20260427pk忻是，黄庚依，虚虚小心（才艺局 姐姐姐夫跳舞+桃子唱歌）,_稚-屿_,douyin,754,0,754,754,754,754,3
AA0168,多人PK,BV1m7miBYE9D,115716216855226,https://www.bilibili.com/video/av115716216855226,https://www.bilibili.com/video/BV1m7miBYE9D,1,蓉姐虽不知12.13什么日子 但经网友提醒直接放弃卖货 棒的嘞,全网第一护蓉宝大队长,douyin,581,0,581,581,581,581,3
AA0169,多人PK,BV1m84dzWEjJ,114976408734472,https://www.bilibili.com/video/av114976408734472,https://www.bilibili.com/video/BV1m84dzWEjJ,1,“你好主播，我是一名乞丐，您方便刷五瓶啤酒吗？”,语之痕,douyin,947,1,947,946,947,946,3
AA0170,多人PK,BV1mVxEz2EYd,115327925028253,https://www.bilibili.com/video/av115327925028253,https://www.bilibili.com/video/BV1mVxEz2EYd,1,10.6直播  抖音半壁（上）,盛夏的果实V,douyin,3320,900,2700,1800,2700,1800,1
AA0171,多人PK,BV1mjfJBJEZr,116109055429683,https://www.bilibili.com/video/av116109055429683,https://www.bilibili.com/video/BV1mjfJBJEZr,1,抖喑流水前十+全网顶流主播+抖喑PK一姐+前抖喑一姐，阵容恐怖如斯啊～,人间百态实录,douyin,388,0,388,388,388,388,4
AA0172,多人PK,BV1mzdaB3E1x,116414585246170,https://www.bilibili.com/video/av116414585246170,https://www.bilibili.com/video/BV1mzdaB3E1x,1,2026.4.16晚 陈泽传媒合播 迪士尼在逃公主直播录屏,ilaily,douyin,8595,2100,4800,2700,4800,2700,3
AA0173,多人PK,BV1n44y1g71X,980943184,https://www.bilibili.com/video/av980943184,https://www.bilibili.com/video/BV1n44y1g71X,1,沙一汀dy7次紧张爆笑（尴尬）随机连麦pk+被多次拒绝后的狂怒…头笑掉了要,幸福永不落幕-,douyin,687,0,687,687,687,687,2
AA0174,多人PK,BV1nEdfB6Evb,116432100655779,https://www.bilibili.com/video/av116432100655779,https://www.bilibili.com/video/BV1nEdfB6Evb,1,4.19直播 六人组队接力总榜  首发元元力战萨满势均力敌 二发Js反超领先21W分 六哥收尾众啦啦队手舞足蹈 莹莹600W分秒榜 无悬念拿下胜利,盛夏的果实V,douyin,1708,659,1559,900,1559,900,3
AA0175,多人PK,BV1nN7nzHEvg,114594022431805,https://www.bilibili.com/video/av114594022431805,https://www.bilibili.com/video/BV1nN7nzHEvg,1,李知恩ks耿许儿羊pk 羊百万分秒榜 吃一条龙的医药费,碎片又碎片了1,douyin,1054,240,780,540,780,540,3
AA0176,多人PK,BV1nP411T7qg,306184065,https://www.bilibili.com/video/av306184065,https://www.bilibili.com/video/BV1nP411T7qg,1,明星直播状态：舞蹈+rap？他们给的实在太多了…,moo硕,douyin,115,0,115,115,115,115,3
AA0177,多人PK,BV1nY4bzqEfh,115373340887203,https://www.bilibili.com/video/av115373340887203,https://www.bilibili.com/video/BV1nY4bzqEfh,1,10.14直播  恐怖 一局PK包揽百强前四,盛夏的果实V,douyin,2126,120,1800,1680,1800,1680,4
AA0178,多人PK,BV1nkizY5EZe,113606733596474,https://www.bilibili.com/video/av113606733596474,https://www.bilibili.com/video/BV1nkizY5EZe,1,【陈人李】（feat.圈圈，小郭）【Ks×牛肉干干×圈圈×郭小炜】20241206年度区县赛小郭守塔连麦PK,1234gdtop,douyin,488,0,488,488,488,488,4
AA0179,多人PK,BV1o2oRBZEUL,116467215369914,https://www.bilibili.com/video/av116467215369914,https://www.bilibili.com/video/BV1o2oRBZEUL,1,共3p4.25-26徐来巅峰赛超燃pk,夜影狂飙,douyin,13756,600,3300,2700,3300,2700,4
AA0180,多人PK,BV1oXoeBPEPA,116471963386508,https://www.bilibili.com/video/av116471963386508,https://www.bilibili.com/video/BV1oXoeBPEPA,1,【听潮阁·凌音】[白黎]2026.04.26晚22-24.15个播（连麦PK，继续冲！）,萧瑾歌_1640,douyin,8219,1200,3900,2700,3900,2700,1
AA0181,多人PK,BV1okmiBjEvX,115718095967048,https://www.bilibili.com/video/av115718095967048,https://www.bilibili.com/video/BV1okmiBjEvX,1,2025连麦PK世纪大战,YouTube视频精选集,douyin,132,0,132,132,132,132,2
AA0182,多人PK,BV1orAWzpEVi,116263120537658,https://www.bilibili.com/video/av116263120537658,https://www.bilibili.com/video/BV1orAWzpEVi,1,【jy戴士】世纪PK VS 皮皮朱+三斤+小软！榜100嘉年华！千纸鹤破纪录！PK奖励跟我们赢了一样！(京城大师赛赛后直播回放),Allen_Zhang77,douyin,4300,360,3060,2700,3060,2700,3
AA0183,多人PK,BV1p2oSBWEpM,116464061254431,https://www.bilibili.com/video/av116464061254431,https://www.bilibili.com/video/BV1p2oSBWEpM,1,2026.4.23 T.阴天 晚个播,阴天收录小站,douyin,4856,600,3300,2700,3300,2700,3
AA0184,多人PK,BV1qGfxBjE3G,116128516939489,https://www.bilibili.com/video/av116128516939489,https://www.bilibili.com/video/BV1qGfxBjE3G,1,三斤直播录屏1（再见）,小斤专属9237,douyin,2232,420,1620,1200,1620,1200,3
AA0185,多人PK,BV1qKouBbE6S,116455739756909,https://www.bilibili.com/video/av116455739756909,https://www.bilibili.com/video/BV1qKouBbE6S,1,三斤.（9237）26.4.24直播录屏（午夜）,小黑猫9237,douyin,8678,360,1800,1440,1800,1440,4
AA0186,多人PK,BV1qvoABLEQL,116433862333648,https://www.bilibili.com/video/av116433862333648,https://www.bilibili.com/video/BV1qvoABLEQL,1,4月19日一只明直播PK对面视角张洵,控糖不控甜,douyin,4765,360,3060,2700,3060,2700,3
AA0187,多人PK,BV1qvoxBCECS,116449213421711,https://www.bilibili.com/video/av116449213421711,https://www.bilibili.com/video/BV1qvoxBCECS,1,少惹胡说 打野连到mean gay 脑电波秒对接,超度网络依赖,douyin,186,0,186,186,186,186,4
AA0188,多人PK,BV1rA5ozmEPg,114382545619465,https://www.bilibili.com/video/av114382545619465,https://www.bilibili.com/video/BV1rA5ozmEPg,1,萨满 三斤 十七 不悔“商务局惩罚～情商超高聪明满满”,夜影狂飙,douyin,666,0,666,666,666,666,2
AA0189,多人PK,BV1rYoTBAEVF,116454548638321,https://www.bilibili.com/video/av116454548638321,https://www.bilibili.com/video/BV1rYoTBAEVF,1,4.23直播  元来亦情 四人IP（上） 入元区的旧情 从头衰到尾 与亦山扫雷挽回颜面 神秘用户哥盖楼不停歇,盛夏的果实V,douyin,2284,420,1920,1500,1920,1500,1
AA0190,多人PK,BV1rg4y1j79H,825240870,https://www.bilibili.com/video/av825240870,https://www.bilibili.com/video/BV1rg4y1j79H,1,PK-氛围守塔,天美时代视频库,douyin,49,0,49,49,49,49,3
AA0191,多人PK,BV1sC4y1k7QK,794285049,https://www.bilibili.com/video/av794285049,https://www.bilibili.com/video/BV1sC4y1k7QK,1,柚柚cc直播回放 四人pk,柚柚丢了cc-,douyin,2047,0,1620,1620,1620,1620,3
AA0192,多人PK,BV1sEztBHEfK,115957288667203,https://www.bilibili.com/video/av115957288667203,https://www.bilibili.com/video/BV1sEztBHEfK,1,开心元元榜一百局，五秒首翻300万+，火箭上不了榜，为进前一百而疯狂背刺，魅魔元元名不虚传！,元情花,douyin,1408,120,1080,960,1080,960,3
AA0193,多人PK,BV1sf421d7Rt,1204989894,https://www.bilibili.com/video/av1204989894,https://www.bilibili.com/video/BV1sf421d7Rt,1,【T.堆堆 萨满 旧情 贤】最后一把pk守塔，堆堆视角！糖堆集团牛！第16名拿下！5.21号！,妖妖潼,douyin,2106,180,1380,1200,1380,1200,2
AA0194,多人PK,BV1sroSBoEY2,116464380019966,https://www.bilibili.com/video/av116464380019966,https://www.bilibili.com/video/BV1sroSBoEY2,1,2026.4.24 T.阴天 晚个播,阴天收录小站,douyin,10511,1254,3420,2166,3420,2166,4
AA0195,多人PK,BV1tQ6RBqEdY,115876019831443,https://www.bilibili.com/video/av115876019831443,https://www.bilibili.com/video/BV1tQ6RBqEdY,1,直播pk自爆ssh,xxxxch2,douyin,46,0,46,46,46,46,3
AA0196,多人PK,BV1tdDRBcES1,116392942633115,https://www.bilibili.com/video/av116392942633115,https://www.bilibili.com/video/BV1tdDRBcES1,1,连上孙恩盛了误入高端局，三打一结尾才艺［小狼卷卷/孙恩盛/亦十二/志龙798］,整天不睡觉,douyin,1299,120,1020,900,1020,900,2
